COLE_CODIGO_COLEGIO;COLE_NOMBRE_SEDE;COLE_ES_BILINGUE
130914;INSTITUTO CORFERRINI;
130922;INSTITUTO CORFERRINI;
130930;INSTITUTO CORFERRINI;
130948;INSTITUTO CORFERRINI;
130955;INSTITUTO CORFERRINI                                                                                ;
130971;INSTITUTO CORFERRINI;
125245;INST DE EDUC FORMAL PARA JOVENES Y ADULTOS NUEVO MILENIO - SEDE PRINCIPAL;
125252;INSTITUCION EDUCATIVA SANTO TOMAS;
131458;INSTITUCION EDUCATIVA DISTRITAL SONIA AHUMADA;
121590;I. E. MONSEÑOR ALFONSO URIBE JARAMILLO;0
122150;LA ESMERALDA;0
121293;I.E. MACAJAN - SEDE PRICIPAL;0
122457;COLEGIO MILITAR FERNANDEZ BUSTAMANTE;
123596;LUIS CALIXTO LEIVA;
120758;CENTRO EDUCATIVO EMPRESARIAL COMFACAUCA;0
120766;BACHILLERATO ACADEMICO CICLICO IBEROAMERICANO;0
121939;COLEGIO SAN JOSE - BARRIO CHAMPAGNAT;0
121947;LICEO SANTA INES;0
126458;INSTITUTO NACIONAL DE SERVICIOS EDUCATIVOS (INSED);
127225;PAULO FREIRE;
127266;INST EDUC DIST LEONARDO POSADA PEDRAZA - SEDE PRINCIPAL;
127274;GUACIRCO;
128942;EL CAGUAN;
126599;I.E. EDUARDO CORREA URIBE - SEDE PRINCIPAL;
126664;INST NAZARENO MODELIA                                                                               ;
126680;INSTITUCIÓN EDUCATIVA ATANASIO GIRARDOT;
126698;LICEO PEDAGOGICO CUNDINAMARCA;
125989;COL DIOCESANO PEDRO GRAU Y AROLA;
125997;I.E. SAGRADA FAMILIA - SEDE PRINCIPAL;
126029;SAN JOSE NO 1 - SEDE PRINCIPAL;
126037;CENT EDUC DIST RAFAEL URIBE URIBE;
126045;SEDE PRINCIPAL JULUMITO;
126052;INSTITUCION EDUCATIVA ENRIQUE PUPO MARTINEZ;
80135;COLEGIO MIXTO CIUDADANOS DEL FUTURO SAS;0
80150;COL SANTO TOMAS DE CHIA                                     ;0
80176;LIC TEC MICROEMPRESARIAL FEYSER GORDILLO ROJAS                                                      ;0
115527;IE RICARDO BORRERO ALVAREZ;0
115535;INSTITUTO DE EDUCACION INTEGRAL AVANZADO;0
115543;GIMNASIO PEDAGÓGICO DEL META;0
115576;I.E. SAN CARLOS - SEDE PRINCIPAL;0
115584;INST. EDU. LAS FLORES;0
115600;INST AGRIC NUESTRA SEÑORA DE FATIMA;0
115626;IE SANTO ANGEL;0
115634;INSTITUTO DE LA AUDICION Y DEL LENGUAJE CENTRABILITAR;0
115667;COLEGIO DE LA PRESENTACION                                                                          ;0
115675;IE PUENTE AMARILLO FRANCISCO TORRES LEON;0
115691;LATINOAMERICANA DE SISTEMAS Y EDUCACION LASIT - SEDE PRINCIPAL;0
115709;MARIA DOLOROSA- FCO JAVIER;0
115717;I.E. INTERCULTURAL DOKABU - SEDE PRINCIPAL;0
115741;INST EDUC MONSEÑOR FRANCISCO CRISTOBAL TORO;0
110817;CENTRO EDUCATIVO FORMAL DISCENTERS;0
110833;COLEGIO DISCENTERS;0
110841;IE BILINGÜE ANDRES BELLO;0
110858;COL NUEVO CAMBRIDGE;0
110874;CONCENTRACION AGRICOLA;0
110957;INSTITUTO TECNICO COMERCIAL JOSE MARIA VIVAS BALCAZAR;0
110965;CENTRO DOCENTE SANTA ANITA;0
130997;INSTITUTO CORFERRINI;
131003;INSTITUTO CORFERRINI;
128603;GIMNASIO SIMON BOLIVAR;
37333;INST DE INTEGRACION CULTURAL IDIC                                                                   ;0
37358;COL PARA HIJOS EMPLEADOS CONTRALORIA GRAL REP (COTRANAL)                                            ;0
37366;COL DIST TOMAS RUEDA VARGAS;0
37390;COL DIST EDUC BAS Y MEDIA ATANASIO GIRARDOT;0
37408;INSTITUTO CUSTODIO GARCIA ROVIRA;0
37416;COL PARROQUIAL  INTEGD SANTA CRUZ                           ;0
37424;SABIO CALDAS;0
37432;SAN PABLO;0
37457;COLEGIO SANTANDER;0
37465;LUIS GRANADA MEJIA;0
37473;COLEGIO ROBLEDO;0
37481;COLEGIO TERESITA MONTES;0
34850;COL DIST RAFAEL BERNAL JIMENEZ;0
34884;COL DEPT INTEGRADO FONTIBON;0
34900;FUNDACION COLEGIO MAYOR DE SAN BARTOLOME;0
34967;CENT CIAL DE EDUC MEDIA MARGARITA BOSCO                                                             ;0
34975;COL ATENIENSE (ANTES INST MODERNO ATHENAS)                                                          ;0
34983;COL AGROP VALLE DEL GUAMUEZ;1
34991;INST. TEC. DIST. CRUZADA SOCIAL;0
35006;CENT CIAL MADRE ELISA RONCALLO                                                                      ;0
35055;INST DE PROMOCION SOCIAL;0
35097;COL NSTRA SRA DEL CARMEN                                                                            ;0
35113;COL DIST NUEVO KENNEDY;0
35154;COLEGIO ESPIRITU SANTO MARIANISTAS;0
44032;I.E. LEON XIII - SEDE PRINCIPAL;0
44065;ASPAEN-GIMNASIO LOS CEREZOS;1
44073;LICEO COMERCIAL SANTA MARIA MICAELA;0
44081;INSTITUCIÓN EDUCATIVA LEON DE GREIFF;0
44099;INSTITUCIÓN EDUCATIVA MALABAR;0
44107;CEN EDUC SANTA TERESITA ;0
44115;CENTRO INDIGENA DE EDUCACION DIVERSIFICADA;0
44123;JOSE CELESTINO MUTIS;0
44131;TECNICO UPAR;0
44149;TECNICO UPAR;0
44164;COLEGIO CLUB DE LEONES SICARARE;0
44172;COL. GIMNASIO DEL NORTE;0
44180;INSTITUTO PESTALOZZI;0
44248;FUNDACION JARDIN INFANTIL;0
44289;ACEVEDO Y GOMEZ;0
44339;COL  AGROP DIEGO LUIS CORDOBA;0
44362;I.E. DIVERSIFICADO - SEDE PRINCIPAL;0
44370;I.E.D. FUNZA - SEDE PRINCIPAL;0
44420;COLEGIO CORAZONISTA - SEDE PRINCIPAL;0
44438;INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADO;0
43307;INSTITUCION EDUCATIVA LIBARDO MADRID VALDERRAMA - SEDE PRINCIPAL;0
43315;COLEGIO COOPERATIVO NUESTRA SEÑORA DE LOS REMEDIOS;0
43323;COLEGIO EL AMPARO;0
39404;CENTRO DE CAPACITACION Y EDUCACION DIRIGIDA CCED;0
39412;INSTITUCIÓN EDUCATIVA CARLOS HOLGUIN LLOREDA - SEDE PRINCIPAL;0
39420;INSTITUCIÓN EDUCATIVA TÉCNICA DE BALLET CLASICO INCOLBALLET - SEDE PRINCIPAL;0
39461;SEMINARIO MENOR ARQUIDIOCESANO;0
39487;LEOCADIO SALAZAR;0
39495;ACADEMIA DE BACHILLERATO ALMIRANTE BRION;0
39511;CENTRO EDUCATIVO SCALAS;0
39529;CENTRO VICENTINO FEDERICO OZANAM;0
39537;COL COOP DE TIMIZA                                                                                  ;0
39545;COLEGIO DISTRITAL JOSE ANTONIO GALAN;0
39552;COL DIST TOMAS RUEDA VARGAS;0
39602;INSTITUTO CULTURAL CARRILLO;0
39628;INST CEMODEN                                                                                        ;0
39644;INSTITUTO DE RENOVACION EDUCATIVA INTREVA;0
39651;INST DIST CASTILLA;0
39677;LICEO HERMANO MIGUEL LA SALLE;0
39685;CENTRO CULTURAL DE BACHILLERATO AMSTERDAM;0
39701;COL DIST FERNANDO MAZUERA VILLEGAS;0
39719;COL DIST EDUC BAS Y MEDIA MANUELITA SAENZ;0
39727;COL DIST EDUC BAS Y MEDIA MANUELITA SAENZ;0
39735;COL DIST FERNANDO MAZUERA VILLEGAS;0
43505;INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN;0
43513;INST EDUC LAS MESAS;0
43521;INSTITUCION EDUCATIVA DEL SUR;0
43539;INSTITUCION EDUCATIVA SAN GERARDO;0
43547;INSTITUCION EDUCATIVA MUNICIPIO DE MALLAMA;0
43554;INSTITUCION EDUCATIVA POLICARPA;0
43562;COL CAMPOALEGRE LTDA - SEDE PRINCIPAL;1
43570;CONCENTRACIÓN DE DESARROLLO RURAL SAN JOSE;0
43596;SEDE LORENZO DE ALDANA;0
43620;CENTRO ACADEMICO SANTIAGO DE CALI;0
43638;I.E.A.  NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL;0
43646;INSTITUCION EDUCATIVA JUAN PABLO I;0
43653;INST EDUC CIRO MENDIA;0
43661;INST EDUC DOCE DE OCTUBRE;0
46714;COL MANDALAY - SEDE PRINCIPAL;0
46730;EXTERN PORFIRIO BARBA JACOB                                                                         ;0
46748;GIMN GEORGE BERKELEY                                                                                ;0
46755;INSTITUTO SAN FRANCISCO DE FARNES;0
46771;LIC DE CERVANTES EL RETIRO                                                                          ;0
46789;LIC DE LA UNIVERSIDAD CATOLICA                                                                      ;0
46797;LIC DEL CARIBE                                                                                      ;0
46805;LICEO MIXTO DEL DAS;0
46813;ESC PEDAGOGICA EXPERIMENTAL                                                                         ;0
46821;COL DIST DE USME;0
46839;COL DIST DE USME;0
45336;COL DIST U.B. MARCO FIDEL SUAREZ;0
45344;COL DIST U.B. MARCO FIDEL SUAREZ;0
45351;COL DIST U.B. RAFAEL URIBE URIBE;0
45369;COL DIST U.B. RAFAEL URIBE URIBE;0
45377;COLEGIO LAS AMERICAS IED - SEDE PRINCIPAL;0
45385;COLEGIO LAS AMERICAS IED - SEDE PRINCIPAL;0
45393;COL DIST U.B. CIUDAD DE BOGOTA;0
45401;COL DIST U.B. CIUDAD DE BOGOTA;0
45419;COL DIST EDUC BAS Y MEDIA REP DEL ECUADOR;0
42630;PAULO VI;0
42648;COL SAN MIGUEL ARCANGEL;0
42663;LUIS ANTONIO ROBLES;0
42671;EUSEBIO SEPTIMIO MARI;0
42713;LICEO EL SUR VICTOR DE LIMA;0
42747;COLEGIO MARIA MADRE DE LA IGLESIA;0
41228;I.E. FRANCISCO DE MIRANDA - SEDE PRINCIPAL;0
41244;POLITECNICO SUPERIOR DEL VALLE;0
41327;COL MILIT CORONEL JUAN JOSE RONDON                          ;0
41343;ATENEO COMERCIAL MODERNO;0
41350;SEDE 1 SIMON BOLIVAR;0
41376;INSTITUCION EDUCATIVA DEPARTAMENTAL SAN ANTONIO DEL  TEQUEND;0
41392;COL COMUNAL NUEVA GRANADA;0
41400;INSTITUTO COLOMBIANO DE BACHILLERATO;0
41418;INCOVAL ;0
41426;INSTITUCIÓN EDUCATIVA TÉCNICA COMERCIAL HERNANDO NAVIA VARON - SEDE PRINCIPAL;0
41434;COL MAYOR CIUDAD DE BUGA;0
41442;ACADEMIA COMERCIAL REAL;0
41459;COLEGIO COMERCIAL DE PALMIRA - SEDE PRINCIPAL;0
41467;CORPORACION EDUCATIVA PALMIRA;0
41483;ACADEMIA MILITAR GRAL TOMAS CIPRIANO DE MOSQUERA;0
41509;BACHILLERATO FEMENINO SAN AGUSTIN;0
41517;I.E. ALMIRANTE PADILLA - SEDE PRINCIPAL;0
41525;I.E. MANUEL MARIA MOSQUERA - SEDE PRINCIPAL;0
41533;I.E. FIDELINA ECHEVERRY - SEDE PRINCIPAL;0
41558;COLEGIO JOSE MARIA CORDOBA - SEDE PRINCIPAL;0
41566;I.E.M. AGUSTIN AGUALONGO - SEDE PRINCIPAL;0
41574;COL MILITAR COLOMBIA;0
41582;I.E.M. ARTEMIO MENDOZA CARVAJAL - SEDE PRINCIPAL;0
41608;INSTITUCION EDUCTIVA SANTA TERESITA DE ALTAQUER;0
41616;COLEGIO JORGE ELIECER GAITAN;0
41624;INSTITUCION EDUCATIVA SAN JUAN;0
41632;INSTITUCION EDUCATIVA COMERCIAL LITORAL PACIFICO;0
41657;GIMNASIO LA MERCED;0
41665;INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO;0
41707;COLEGIO COOPERATIVO MIXTO DE LOS BARRIOS DEL SUR;0
41731;COLEGIO DEL SANTO ANGEL;0
41749;COL DIST GUILLERMO LEON VALENCIA;0
41756;COLEGIO JOSE MARTI (IED);0
41780;INST TEC DIST REP DE GUATEMALA;0
41798;COL DIST CRISTOBAL COLON (SERVITA);0
41814;COL DIST TOMAS CARRASQUILLA;0
41822;COL DIST TOMAS CARRASQUILLA;0
41863;COLEGIO TOMAS CIPRIANO DE MOSQUERA;0
41889;INST CULT RAFAEL MAYA                                                                               ;0
41905;INST TEC IND PILOTO;0
41921;INSTITUTO SAN FRANCISCO DE FARNES;0
41939;LICEO GUILLERMO CANO ISAZA;0
41962;LIC HERNAN VILLA BAENA;0
42010;I. E. AURA MARIA VALENCIA;0
42036;INSTITUCION EDUCATIVA MARIA JESUS MEJIA;0
42069;COL FONTAN;0
42093;LICEO ATANASIO GIRARDOT;0
42119;INST EDUC ASAMBLEA DEPARTAMENTAL;0
42168;COLEGIO NUESTRA SEÑORA DE FATIMA;0
42242;LICEO MIGUEL DE CERVANTES SAAVEDRA DE SOLEDAD;0
38034;INSTITUCION EDUCATIVA ALBERTO ELIAS FERNANDEZ BAENA;0
38067;COLEGIO ANTONIO REYES UMAÑA;0
38075;SEDE 1 JUAN LOZANO Y LOZANO;0
38083;SEDE 1  ALBERTO SANTOFIMIO CAICEDO;0
38091;COLEGIO SANTA MARGARITA MARIA;0
38109;I.E. FRANCISCO DE MIRANDA - SEDE PRINCIPAL;0
38117;I.E.T. GENERAL ROBERTO LEYVA - SEDE PRINCIPAL;0
38141;I.E. SANTA ROSA DE LIMA - SEDE PRINCIPAL;0
38158;INSTITUCION EDUCATIVA MARGOTH MAESTRE DE ARIZA;0
38182;INST.  EDUCATIVA AGROPECUARIA;0
38190;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO PRIETO;0
38216;I.E. GUILLERMO LEON VALENCIA - SEDE PRINCIPAL;0
38224;INSTITUCION EDUCATIVA ELOY QUINTERO ARAUJO;0
38240;I.E. LUIS HERNANDEZ VARGAS - SEDE PRINCIPAL;0
38257;JOSE MARIA CORDOBA;0
38273;INST. EDUC. DIST. MARCO FIDEL SUAREZ ;0
38299;INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS;0
38307;COL DEL SAGRADO CORAZON ;0
38331;GIMN SAN LUIS;0
38406;CENTRO DE EDUCACION MEDIA LEONARDO DE VINCI;0
38422;COLEGIO NUESTRA SEÑORA DE LA ESPERANZA;0
38455;INSTITUCION EDUCATIVA DE BARANOA JULIO PANTOJA MALDONADO;0
38471;INSTITUCION EDUCATIVA COMERCIAL FRANCISCO JAVIER CISNEROS;0
38497;INSTITUCION EDUCATIVA SANTA LUCIA;0
38513;INSTITUCION EDUCATIVA DE SOLEDAD - INOBASOL;0
38521;INSTITUCION EDUCATIVA DOLORES MARIA UCROS;0
38539;COL.BTO.CIAL NOCT.CUSTODIO GARCIA ROVIRA;0
38554;COL HERMOGENES MAZA;0
38562;INST TEC NAL DE COMERCIO;0
38588;IE MAIPORE;0
38596;INSTITUTO CERVANTES;0
38620;I E ACAD SANTA MARIA GORETTI;0
38638;COL TEC VICENTE AZUERO;0
38646;COL MIXTO MPAL CAMILO TORRES RESTREPO;0
38653;COLEGIO DEL SAGRADO CORAZON DE JESUS - HNAS. BETHLEMITAS                                            ;0
38661;COLEGIO FRAY NEPOMUCENO RAMOS;0
38687;CENTRO EDUCATIVO LEONARDO DA VINCI;0
38695;COLEGIO DEPARTAMENTAL EL CARMEN;0
38703;INSTITUTO TECNICO ALFONSO LOPEZ;0
38711;COL SAGRADA FAMILIA ALDEA PABLO VI;0
38737;COLEGIO DEL CARIBE;0
38745;IE SAN JOSE DE LA FLORIDA - SEDE PRINCIPAL;0
38752;COLEGIO MANUEL ANTONIO BONILLA;0
38760;INSTITUCION EDUCATIVA MANUEL MARIA MALLARINO;0
38794;COL DE LA PRESENTACION DE FATIMA - SEDE PRINCIPAL;0
38810;COL EMPRESARIAL LOS ANDES                                   ;0
38828;COLEGIO TECNICO COOPERATIVO DE CHACUA;0
43687;INST EDUC LUIS LOPEZ DE MESA;0
43703;INST EDUC ALFREDO COCK ARANGO;0
43711;INST EDUC JUAN MARIA CESPEDES;0
43729;INST EDUC HORACIO MUÑOZ SUESCUN;0
43745;INST EDUC MARIA MONTESSORI;0
43877;CENTRO EDUCATIVO COSTA DEL CARIBE;0
43927;LICEO NUESTRA SEÑORA DEL CARMEN;0
43935;COLEGIO DE BACHILLERATO JUAN XXIII DE MALAMBO;0
43943;COLEGIO SANTA ROSA DE LIMA;0
43950;INSTITUCION EDUCATIVA SAN PABLO DE POLONUEVO;0
43968;INSTITUCION EDUCATIVA TECNICA COMERCIAL DE PONEDERA;0
43992;I E CIAL NTRA SRA. DE LAS MISERICORDIAS;0
44008;COL. OCTAVIANA DEL C. VIVES C;0
44016;CORP SOC COL SIMON BOLIVAR;0
44024;COLEGIO JOSE FERNANDEZ DE MADRID;0
48553;SEDE AGUALONGO;0
48579;COLEGIO ACADEMICO LA UNION;0
48587;COLEGIO NOCTURNO ANDRES BELLO;0
48595;INSTITUTO PREUNIVERSITARIO DE BELLO ANTONIO J. RIOS Q.;0
48611;I.E. BACHILLERATO TECNICO AGRICOLA DE JAMBALO;0
48629;INSTITUCION EDUCATIVA EL CANAL NOCTURNO MARIANO OSPINA PEREZ;0
48637;41/01 INSTITUCION EDUCATIVA VILLA DEL SUR;0
48645;FUNDACION COLEGIO MAYOR DE SAN BARTOLOME;0
48660;CENT EDUC DIST MANUEL ELKIN PATARROYO;0
48678;CENT EDUC DIST EDUC BAS Y MEDIA SAN PEDRO CLAVER;0
48694;COL DIST JOSE ASUNCION SILVA;0
47720;COL CERVANTES SAAVEDRA;0
47738;COLEGIO JORGE ELIECER GAITAN DE ASEVELLANOS;0
47753;COLEGIO DPTAL DE BACHILLERATO DE LEJANIAS;0
47761;IE EMILIANO RESTREPO ECHAVARRIA;0
47787;COL DIOCESANO MONSEÑOR PACHECO;0
47795;INST TECNICO CARLOS HERNANDEZ YARURO;0
47803;COLEGIO FRANCISCO JOSE DE CALDAS;0
47811;INSTITUTO MONTENEGRO;0
47860;INSTITUTO INTEGRADO DE COMERCIO CAMILO TORRES;0
47886;COLEGIO  JOSE MARIA LANDAZURI;0
47894;CONCENTRACION DE DESARROLLO RURAL - SEDE PRINCIPAL;0
47928;COL COOP  LOS ANDES;0
47944;SEDE 01 LA SAGRADA FAMILIA;0
47951;I.E. ANAIME - SEDE PRINCIPAL;0
47969;COLEGIO OFICIAL SIMON BOLIVAR;0
47977;COLEGIO FRANCISCO NUÑEZ PEDROSO;0
48009;I.E. PABLO VI - SEDE PRINCIPAL;0
48017;COLEGIO DEPARTAMENTAL INTEGRADO FRANCISCO HURTADO;0
48066;CENTRO SOCIAL LA PRESENTACION;0
48082;I.E. CAMPO ELIAS CORTES - SEDE PRINCIPAL;0
48090;COLEGIO SANTA TERESITA;0
48108;INSTITUCION EDUCATIVA DEPARTAMENTAL ANTONIO RICAURTE;0
48124;INSTITUCION EDUCATIVA COLEGIO MUNICIPAL DE BACHILLERATO;0
48173;COL DE EDUC BAS Y MEDIA TEC LOPEZ QUEVEDO;0
48199;LICEO MODERNO DE SOLEDAD;0
48207;RAFAEL URIBE URIBE;0
48215;INSTITUCIÁN EDUCATIVA RURAL MIGUEL PINEDO BARROS;0
45203;GIMN LOS ROBLES                                                                                     ;0
45229;GIMN SANTA ROSA DE LIMA                                                                             ;0
45237;INST ACAD BETHEL                                                                                    ;0
45245;INSTITUTO AUTONOMO GOMALI;0
45252;INST CLARA FEY                                                                                      ;0
45286;INSTITUTO NOCTURNO MIGUEL ANGEL OSORIO;0
45302;LICEO MARTIN POMALA;0
42770;INST TEC MERCEDES ABREGO;0
42788;COLEGIO SIMON BOLIVAR;0
42804;IE COMBIA;0
42820;COL  FEDERICO OZANAM                                                                                ;0
42838;COLEGIO  INTEGRADO HELENA SANTOS ROSILLO;0
42846;INSTITUTO TECNICO AGROPECUARIO;0
42853;INSTITUTO TECNICO AGROPECUARIO DE GUAVATA;0
42861;COLEGIO INTEGRADO LA GRANJA - SEDE PRINCIPAL;0
42887;COLEGIO SAN JUAN NEPOMUCENO;0
42895;LICEO NOCTURNO ANDRES BELLO;0
42903;LICEO PANAMERICANO;1
42911;SEDE 1  INEM MANUEL MURILLO TORO;0
42929;LICEO NACIONAL DE BACHILLERATO;0
42945;COLEGIO DE LA COOPERATIVA DE MAESTROS DEL TOLIMA;0
42952;I.E.T. MORENO Y ESCANDON - SEDE PRINCIPAL;0
42960;PROMOCION SOCIAL;0
43000;TECNICO SIMON BOLIVAR;0
43026;LIC EJERCITO PICHINCHA;0
43059;ATENEO JUAN EUDES                                                                                   ;0
43067;I.E.T. AGRICOLA CAMACHO ANGARITA - SEDE PRINCIPAL;0
43083;INSTITUCIÓN EDUCATIVA NTRA SEÑORA DE FATIMA;0
43091;I.E.T.A. DE SUAREZ - SEDE PRINCIPAL;0
43109;COLEGIO SAN AGUSTIN;0
43117;COL SAN AGUSTIN                                             ;0
43158;I.E. FRANCISCO DE PAULA SANTANDER - SEDE PRINCIPAL;0
43190;CENTRO CULTURAL SANTA CATALINA;0
43232;COLEGIO PIO XII;0
43240;LICEO SAN PEDRO DE URABA;0
43273;COLEGIO JOSE CELESTINO MUTIS;0
43281;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA;0
43299;INSTITUCION EDUCATIVA ALVARO ECHEVERRY - SEDE PRINCIPAL;0
51821;COLEGIO COOPERATIVO LICEO FUNDACION;0
43331;TÉCNICO INDUSTRIAL GERARDO VALENCIA CANO - SEDE PRINCIPAL;0
43356;INST TEC COMERCIAL E INDUSTRIAL PROVIDENCIA;0
43364;LICEO COMERCIAL FEMENINO;0
43372;COL GIMNASIO MODERNO DEL VALLE;0
43406;COL COOPERATIVO TECNICO INDUSTRIAL JOSÉ ANTONIO GALAN;0
43414;COLEGIO OFICIAL DEPARTAMENTAL SIMON BOLIVAR;0
43422;PABLO EMILIO CAMACHO;0
43430;SEDE NUESTRA SEÑORA DE FATIMA;0
43455;COLEGIO ANA JOSEFA MORALES DUQUE;0
43471;I.E.M. FRANCISCO DE LA VILLOTA - SEDE PRINCIPAL;0
46987;I. E. SAN FRANCISCO;0
47019;I.E. EL TRES - SEDE PRINCIPAL;0
47027;BTO. DIVERSIFICADO INCA Y BAS PRIMARIA INCA LTDA.;0
47142;INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL ORIENTAL;0
47167;INSTITUCION EDUCATIVA JOSE MARIA CORDOBA DE PASACABALLOS;0
47183;INSTITUCION EDUCATIVA OMAIRA SANCHEZ GARZON;0
47241;I.E.T. AGROPECUARIO LA ESMERALDA - SEDE PRINCIPAL;0
47258;COLEGIO DE LA PRESENTACION;0
47266;I.E. DE BOYACA - SEDE PRINCIPAL;0
47274;I.E. JOSE MARIA SILVA SALAZAR - SEDE PRINCIPAL;0
47282;I.E. SAN PEDRO CLAVER - SEDE PRINCIPAL;0
47316;I.E. TEC JACINTO VEGA - SEDE PRINCIPAL;0
47332;IE PANAMERICANO PUENTE BOYACA - SEDE PRINCIPAL;0
47357;COLEGIO ASPAEN GIMNASIO HORIZONTES;0
47373;LOS ANDES;0
47407;RODOLFO CASTRO CASTRO;0
47423;INST. EDU. INSTITUTO AGRICOLA;0
47456;COL DIOCESANO JUAN PABLO II;0
52316;CENTRO EDUCATIVO COLOMBO LATINO;0
52324;INSTITUCION EDUCATIVA EUGENIO DIAZ CASTRO;0
52332;COLEGIO DE LA INMACULADA CONCEPCION;0
52340;INSTITUCION EDUCATIVA LAS VILLAS;0
52365;LICEO AMERICANO DE CUNDINAMARCA;0
52381;INSTITUCIÓN EDUCATIVA EUGENIO PACELLI;0
52423;COLEGIO MARIA INMACULADA;0
52431;COLEGIO INTEGRADO PEDRO SANTOS;0
52464;INSTITUCION EDUCATIVA RODRIGO LARA BONILLA;0
52472;PROMOCIÓN SOCIAL;0
52480;NICOLAS GARCIA BAHAMON;0
52498;ANTONIO RICAURTE;0
52522;I.E. GABRIEL GARCIA MARQUEZ - SEDE PRINCIPAL;0
52555;INST EDUC SAN PEDRO CLAVER;0
52571;COL RAFAEL CELEDON;0
52613;INSTITUCION EDUCATIVA PABLO VI;0
52621;COLEGIO DEPARTAMENTAL JUAN PABLO II;0
52670;COLEGIO JOSE MARIA CORDOBA;0
52696;IE JORGE ELIECER GAITAN;0
52712;CORPORACION EDUCATIVA DE LA GUAJIRA;0
52720;HELION PINEDO RIOS;0
48710;COLEGIO ESTRADA DE MARIA AUXILIADORA;0
47472;LIC MAXIMO MERCADO;0
47498;COLEGIO MIXTO NACIONALIZADO MANUEL A. SANTACOLOMA;0
47506;COL NZADO ARMANDO LUNA ROA;0
47514;COL AGROECO DPTAL ATRATO DE LLORO;0
47522;COL NUESTRA SEÑORA DE LA POBREZA;0
47530;INSTITUCIÁN EDUCATIVA NUESTRA SEÑORA DEL CARMEN;0
47563;I. E. TÉCNICA PROMOCION SOCIAL;0
47571;ACADEMIA MILITAR GENERAL JOSE ANTONIO ANZOATEGUI;0
47589;BACHILLERATO NOCTURNO DEPARTAMENTAL JOAQUIN GARCIA BORRERO;0
47597;INSTITUCION EDUCATIVA LUIS IGNACIO ANDRADE;0
47605;IPC;0
47613;I.E.TECNICO SUPERIOR;0
47621;MARIA AUXILIADORA;0
47639;SAN LORENZO;0
47647;COLEGIO DEPARTAMENTAL DE BACHILLERATO NOCTURNO JACINTO VASQUEZ OCHOA DE TARQUI;0
47654;LICEO EL SUR VICTOR DE LIMA;0
47670;SEDE 01 ANTONIO NARIÑO;0
47696;COLEGIO LA INMACULADA CONCEPCION;0
48231;COLEGIO CARLOS RAMIREZ PARIS;0
48272;I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO - SEDE PRINCIPAL;0
48314;CENTRO DE BACHILLERATO TECNOLOGICO DEL VALLE;0
48322;28/01 INSTITUCIÓN EDUCATIVA SANTA FE;0
48355;INSTITUTO ELISEO PAYAN;0
48371;COL MILIT GENERAL AGUSTIN CODAZZI;0
48389;LICEO DE OCCIDENTE;0
48397;MAYOR DE YUMBO;0
48413;COL ALONSO ARAGON QUINTERO;0
48421;I.E.M. NUESTRA SEÑORA DE GUADALUPE - SEDE PRINCIPAL;0
48447;INSTITUCION EDUCATIVA DE DESARROLLO RURAL DE BERRUECOS;0
48454;INSTITUCION EDUCATIVA SANTA ROSA DE LIMA;0
48488;SEDE DON BOSCO;0
48496;SEDE COMERCIAL DEL NORTE;0
48504;I.E. AGRICOLA SAN ALFONSO - SEDE PRINCIPAL;0
48512;COLEGIO TECNICO DOMINGO BELISARIO GOMEZ;0
48520;SANTIAGO RENGIFO SALCEDO;0
48546;I.E. AGROPECUARIA LOS COMUNEROS - SEDE PRINCIPAL;0
45914;INSTITUTO GENOVA;0
45930;COLEGIO SOR JOSEFA DEL CASTILLO;0
45948;COL GENERAL RAFAEL REYES;0
45955;COLEGIO NUESTRA SEÑORA DE LA SALUD;0
45963;INSTITUTO TECNICO COMERCIAL DEL NORTE;0
45989;INSTITUCIÓN EDUCATIVA MALTERIA;0
46011;INSTITUTO NOCTURNO CAMILO TORRES;0
46029;I.E. DE DESARROLLO TECNOLÓGICO AGROPECUARIO - SEDE PRINCIPAL;0
46037;COL  FE Y ALEGRIA ZAMORA;0
46052;COLEGIO PARROQUIAL ADVENIAT;0
46094;CENTRO EDUCATIVO POPULAR DEL SUR GENERAL SANTANDER;0
46128;CENTRO ACADEMICO ASED;0
46136;COL NORMAL SUPERIOR LA INMACULADA;0
46151;INSTITUTO ORIENTAL FEMENINO;0
46169;I. E. LUIS CARLOS GALAN SARMIENTO;0
46193;INSTITUCION EDUCATIVO DISTRITAL JHON F KENNEDY;0
46201;JOSE ANTONIO AGUILERA;0
46219;COLEGIO DE NUESTRA SEÑORA DE LOS REMEDIOS;0
46227;80/01 INSTITUCIÓN EDUCATIVA PANCE;0
